label,review
p,جنارو برگر ژوانی برگر سابق پاسدار‌ها هستند محیط شیک راحتی دارد ساندویچ رستبیف جنارو پین سفارش دادیم مزه رست بیف دوست داشتم سالاد سیب‌زمینی بشقاب سرو شده بود جنارو پین ظرفی بود سوسیس سوخاری سیب‌زمینی سالاد سس مخصوص خامه‌ قارچ تهیه‌شده‌ بود فکر کنم طمع ماهیت خوب‌ بود پرسنل کارشان هماهنگ بودن سرویس‌دهی راضی‌ بودیم
p,جو بهترین پیتزا‌ها دارد ایندفعه گریل پاستاش امتحان کردیم گریل‌هاش خوشمزه بودن پاستا معمولی قبول بود دید دریاچه عالی هست شعبه
m,جو تعدادی رستوران مجتمع بامیک زعفرانیه واقع‌شده طبقات بالایش پارکینگ رایگان دارد شلوغی زعفرانیه مزیت هست رستوران طراحی داخلی جالبی دارد سیم‌‌های برق لوله‌‌های اب عبور دادن سرشان لامپ گذاشتن بخش‌هایی سطح میز‌ها اشیایی میخ‌های کج شده دروند رز هستید قرار دادن کار‌های نواوری‌ها دکور نوردهی باعث شده نداشتن پنجره نور طبیعی نظر نیاید خوبیش هستم هست سفارش موقعی غذا‌ها می‌آید می توانید ایده‌‌های جالبشان برانداز کنید پیتزا میتسا عالی بود وقت بود پیتزا خوشمزگی نخورده بودم ساندویچ چیکن میلانزه مرغ درونش بی‌مزه بود لطف سس خوشمزه‌ای ساندویچ گذاشته بودن خوردنی شد قیمتش هستم نسبت حجمش بالا است رستوران درصد حق سرویس دارد خوشبختانه خبری مالیات نیست
m,جو خوبی داشت غذایش هستم خوب بود پرسنلش مزاحمت ایجاد می‌کردند نمیذاشتن خوردن غذا لذت ببریم پول بودن نمی‌روم
m,جمعه صبحانه بودم ساختمان شیک قدیمی بازسازی‌شده خوب طراحی‌شده کافه پرسنل خوب احترام مشتری برخورد می‌کنند بخاطر زیاد بودن تعداد تمامی صبحانه سفارش دادیم راضی بودیم کیفیت کمیت عالی بودن داخل عمارت دارد محیط شیک دلنشینی هست فضای دارد فضای دود آزاد هست
m,جمعه صرف نهار رستوران بام ری رفتیم محیط خوبی داست غذا عالی بود قیمتش بنظر بالا است نسبت حجم غذا کیفیتی دارد خوب هست بنظرم رسید خوشایند نبود گارسن‌ها دو خانم جوان بودند لباس مناسب کار نداشتن بنطر میرسید آموزش دیده نباشند تازه کار هستند روبروی ایستاده بودند غذا خوردن تماشا می‌کردند موسیقی پخش می‌شد مناسب فضا نبود پله‌هایی وارد رستوران می‌شدیم تنگ باریک مناسب افراد مسن نبود علیرغم پرسیدیم ماست لبنیاتی است کارخانه‌ای گفتند لبنیاتی است آورد هستند کارخانه‌ای بود پرداخت دستگاه پوز سر میز بیاورند کارت رمز گرفتند بردند کارت کشیدن بنظر کار درستی نبود امیدوارم مسولین رستوران نکات مطالعه کنند خدماتشان بهتر کنند آخر می‌گویم خوب بود دوباره خواهم رفت
m,جناب استیفایی نازنین البرز آس پی درکه مقایسه نکنید اگرچه انتقاداتی البرز وارد است البرز مراتب بالا‌تر آس پی درکه است
m,جنارو قبلا نام قدیمی ژوانی می‌شناختید رستوران زنجیره‌ای قدیمیه خیلی‌‌ها شعبه‌ی مرزدار‌ها هستند پاسدار‌ها هستند خاطره دارند شعبه‌ی سوم جنارو زعفرانیه کارش تازگی شروع کرده دکوراسیون مدرن تری نسبت دو شعبه‌ی دیگش دارد پاتوق جوان‌ها شده منوی جنارو مدل پاستاس پا هست الفردوی جزو محبوب تریا‌هایش حساب می‌آید مرغ پنیر پارمزان سرو می‌شود پاستای خوب تهران سبک ایتالیایی حتما رستوران می توانید کنید
p,جو باحاالی دارد مهربان خونگرم هستند این‌ها حمایت نمی‌کند متفاوت هستند خودمان نیاز ازشدن حمایت کنیم حتما سر بزنید محیط خوبی دارد عالی هست خودمان شروع کنیم حمایتشان کنیم بدانند هممان همیم
p,جو رستوران کارکن‌ها هستند خوب انرزی مثبت است
n,جمعه طبق توصیه دوستان رستوران رفتیم متاسفانه بجز نوشیدنی‌اش سفارش بودیم خوردن کردن نبود پشت بوفه مواد غذایی کهنه وارفته بنظر می امد قیمت بالا دشمنان توصیه نمی کنم ستاره صفر است امکان ثبت ان نیست بنا براین مجبورم بدهم امیدوارم مسیول سایت حفظ حقوق مشتریان پیام سانسور نفرماید
n,جمعه ظهر اتفاق استان رفتیم رستوران رزرو کرده بودیم ساعتی معطل شدیم دادن حدس زدیم آشنا‌هایشان بودن کیفیت حجم غذا معمولی قیمت فوق‌العاده بالا نسبت کیفیت کباب ترش چنج هست کوبیده سفارش دادیم شربت بهارنارنج پارچش کم‌تر نصف پر بود آخرش گارسن بالا سرمان ایستاد تقاضای انعام کرد حق سرویس گرفتند آزمون فاکتور اشتباه کردند وجابجا زده بودند مجموع خودم دوباره می‌روم توصیه می‌کنم برود
p,جمله بهترین همبرگر اصفهان
p,جو خوبی دارد همه‌ی سفارش‌هایی دادم عالی بودن ممنون پذیرایی خوبتان
m,جوجه استخوان ارگانیک عالی دارد کمی قیمتش نسبتا بالا است آخر هفته برید شلوغ هست میز گارسون دارند
p,جوجه استخوان خوردم فوق‌العاده خوشمزه بود اندازه کافی پخته شده بود طعم خوبی داشت جوجه بود میزان پخت جوجه گفتم دوست ندارم پخته بشود رعایت کرده بودن توجه کیفیت حجم غذا قیمت مناسب بود دوغ محلی ماست خیارشان خوب بود
m,جوجه استخوانش خوب هست کوبیده‌‌هایش خوب هست کوبیده جاهای بهتر می‌شود نظرم دلیلی می‌ارزد صف طولانی‌‌هایش ایستاد قیمت پایینش هست
n,جمعه ظهر بودیم خواستیم دنده کباب سفارش بدهیم گفتن حداقل ادقیقه طول می‌کشد تااماده بشود غذاهایی آوردند طعم نداشت معمولی بود سالن عرض کمی داشت صندلی‌‌ها نزدیک چیده شده بودن نظرم معمولی بود قیمت‌هایشان حد رستوران‌‌های خوب عالی بود
p,جو سالم مثبت پر انرژی خوب خستگی تن می برود
p,جو گریل ازون جاهای خفن هست رفتن تون وقت پشیمان نمی‌شوید دکوراسیون شیک قشنگی دارد بالکن دارد چشم اندازه دریاچه شب‌ها قشنگ هست سفارش سالاد مرغ گردو بود تکس مکس پاستا آلفرد سالاد سس ترش خوشمزه داشت غذا اشتها میکرد حسابی چسبید تکس مکس مقدار تند بود غذای تند دوست دارند خوب هست پاستای آلفرد مرغ بهترین پاستایی بود رستوران‌های تهران خورده بودم قدر خوش طعم لذید بود حد نداشت حتما امتحان کنید قیمت‌ها معقول مناسب بود برخورد پرسنل عالی سفارش غذا چک کردیم ماهیت آوردند
n,جو گریل خوبی دارد نون‌‌ها خمیر پیتزا‌هایش جو هست کاراملایزد برگرش سفارش دادم گرم دستم رسید موقع بسته‌بندی مرتب خوب بود طعمش معمولی بود نظرم گوشتش طعم خاص خوشمزه‌ای نداشت نسبت قیمتش ارزش غذایی بالایی نداشت
p,جمعه ظهر رفتیم درب پارکینگ زیرزمین ساختمان روبرویی رستوران هست بسته بود نبود راهنمایی کند خوشبختانه جلوی رستوران خالی بود ماشین همانجا گذاشتیم پله‌‌ها بالا برید دو سالن هست شیشه‌ای جدا‌شده سالن اصلی بالکن مسقف شده درونش قلیونم سرو می‌شود سالن اصلی نشستیم رستوران خلوت بود دو میز بالکن پر بود نظر دیم نقطه قوت دیم استیک هاشه استیک ریبای سفارش چیز‌های پول دور ریختن هست دفعه شجاعت خرج دادیم دو استیک سفارش دادیم دو اب معدنی سوپ سالاد خوشبختانه پیشخدمت اصراری تغییر سفارشمان نکرد زیادی طول کشید غذا‌ها آماده بشود ریبای استیک عالی بود نکته نظر بگیرید حجمش بسته برش گوشت دوباری یکسان نیست بسته شانستان ممکنه کم‌تر بشود نکته گوشت متصل استخوان هست خوردنش کارد چنگال سخت هست روتان بشود آخر‌هایش دست دندان کمک بگیرید لذت خوردن گوشت‌‌های متصل استخوان دست نمی‌دهید فیل هست مینیون سه تیکه کوچیک بود خوشمزه بودن پای ریبای نمی‌رسید مزیت دیم معلوم نیست کی دوام داشته باشد هست سالیه قیمت‌‌هایشان افزایش ندادن جورایی استیک‌هایشان مناسب‌‌ترین قیمت رستوران‌‌های مشابه داشته باشد توصیه هست نرفتید زود‌تر برید صورت افزایش قیمت‌‌ها استیک‌‌ها ده تومنی پول بدهید حق سرویس مالیات پانزده درصد هست ده درصدم تخفیف کارت کلاب
p,جوجه استخوان‌های رستوران بی‌نظیره
m,جمعه عصر رفتیم کافه قهوه سفارش دادیم سیب‌زمینی سیب زمینی‌ها درشت بریده شده هستند خوشمزه بودند مزه قهوه خوب بود محیط عالی بود دلنشین برخورد پرسنل راضی بودم
m,جوجه بریانک حرف ندارد غذا‌ها تازه خوشمزه هستند شلوغ هست منطقه فکر نکنم بهتری باشد
m,جمعه عصر شام رفتیم جاش خوب بود فیل هست مخصوصش عالی بود جالب بود باقالی پول ماهیچه کلا ناهار‌ها سرو می‌شد
m,جمعه فیدلیو رستوران فیش هستم دیزی سرو می‌کنند سرچ کردیم پیشنهاد‌ها شادمان بود پارک مناسبی داشت طبقه سفره خانه نشستیم تختهای مرتب تمیز میز صندلی نو شیک میز‌ها گلدون گل میخک پرسنل مدیریت مودب آبگوشت سفارش دادیم جوجه کباب آبگوشت خوشمزه بود دیزی سنگی نبود جوجه کباب نپخته بیمزه بود مخلفات ماست موسیر ماست خیار سیرترشی زیتون پرورده خوب بود غلیون تروتمیز چای سینی مخلفات خوشمزه سرویس بهداشتی تمیز کیفیت غذا معمولی بود محیطی فراهم بود همگی انتخابمان راضی بودیم راضی مبلغ صورتحساب
p,جوجه ترش استیک دایان سفارش دادیم استیک دایان خوشمزه بود سوپ مخصوصش سوپ قارچ هست داخل نون جو سرو می‌شود عالی بود انواع نوشیدنی‌های طبیعی دارند ماهیت خوردم خوب بود برخورد کارکن‌ها هستند طبیعی راحت بود آزار دهنده نبود دکوراسیون فضای گرمی دارد هرچند کمی کوچیک نظر می‌آید جاش خوب نیست پارک نمی‌شود حتما تجربه کنید ارزشش دارد
n,جوجه ترش کباب ترش سفارش دادیم جفتش بیمزه بود قیمتش مسبت کیفیتش بالا بود بنظرم ارزش امتحان کردنم ندارد
p,جمعه میهمان رستوران بودم تولد دوست گرفتم خوبی بود رستوران عالی محیط خوب آرام خوش گذشت غذای رستوران برخورد کارکن‌ها هستند راضی بودم تشکر می‌کنم برنامه خوبتان رستوران‌های خوب مردم معرفی می‌کنید
m,جو صمیمی اولین چیزیه چشم می‌آید جورایی نمک گیرت می‌کند هفته دو برنامه‌ی متفاوت خاص دارد حیاط صفا دارد سیگار می توانند بکشند دکور راحت صمیمی داخل کافه مخصوص سیگاریهاست دوستام زیاد می‌آییم منوی جالبی دارد قدیم‌ها کالجوشم داشت هوا‌های دوست کاشان هستیم آوردم نبود وقت بعدش ابدوغ فصل حیاط چسبید بعدم بشقاب مزه دارد عکسش گذاشتم زیاد دوسش نداشتم بدم نیست خوشمزه‌‌ترین غذای نظر ساندویچ مرغ اسفناج هست پاستاشم خوشمزه است پرسنل دوست داشتنی‌ای دارد دوست هستند جو کلا پاتوق طوری هست
m,جو گریل فود رستوران گریل معروف غرب تهران است دو دلیل معروفیت کسب کرد اولی مشخص است گریل بودن غذاها است دلیل دوم استفاده نان جو تمامی غذاهایش است پیتزا برگر گرفته سالادها جو گریل فود سریع تجربه‌ای شعبه‌ی اولش کسب کرد مزیت‌هایی رقبای ایجاد کرد توانست شعبه‌ی دوم افتتاح کند ان شعبه خوش بدرخشد دکوراسیون جالب هیجان انگیز رستوران لامپ‌های رومیزی فضایی جذاب سرشار هیجان ذوق مشتری‌ها فراهم کرده است پیتزاهای جو استیک‌های رستوران طعمی منحصر فرد دارند راز خاص بودن سراشپز میداند مزیت‌ها دلایل خاص بودن جو گریل فود است تنوع زیاد خوبی سالاد دارد انواع سالاد کیفیتی عالی مشتری ارایه می دهد همانند رستوران‌ها سالاد کاهو اسامی متفاوت خورد مشتری می دهند رفتار نکرده است
m,جواب دوستمان بگویم حتما برگر‌های مک دونالد نخوردن تقریبا طعم مشابهی دارند نمی‌گویم دو عالی هستند شبیه‌ هستند طعمش فست فودیه منی اهل فست فواد نیستم برگر‌هایش خوشم می‌آید موقع هوس فست فودی کنم می‌روم ترجیح نوشیدنی طبیعی غذام هست هیچوقت نداشتن یکباره‌ام موجود بود صحنه پر کردن بطری دیدم حس کثیف بودن پرتغال‌ها بطری باعث شد منصرف بشوم
p,جمعه ناهار بودیم ته چین بار بروند فواد کارت غذا گرفتیم کیفیت غذا‌ها عالی بود محیط عالی زیبا
n,جوجه استخوان خوشمزه بود جوجه استخوان شور بود میز ظرف میوه آجیل قرار داشت میوه تومان آجیل تومان فاکتور حساب شد قبلش اطلاع ندادن خودشان گذاشته بودن تجربه تکرار نمی‌کنم
n,جوجه استخوان سرو شده بود پرفکت نبود زیاد دوست نداشتیم بهتر جاهای تست کرده بودم والبته محیطش انرژی مثبتی القا نکرد
m,جوجه ترش کباب ترشش عالی بود متاسفانه سینی میگو سوخاریش چنگی دل نمی‌زد همه‌‌هایش کدو مخلفات سوخاری بود چهارتا دواند میگوی سرخ‌شده فضا تاریک بود وقت خواستیم نور بالای میز کنند متاسفانه نتوانستند تولد دوستان رفته بودیم سعی کردن سرویس خوبی تولد بدهند دلیل کوچک بودن فضا دل بودن میز‌ها میسر نشد تجربه‌ی بدی نبود بخواهم دارچین استفاده کنم ترجیح می‌دهم برش استفاده کنم کباب ترش‌‌هایش بخورم
m,جوجه اناری پلو خوب بود کباب سرآشپز جوجه‌‌هایش خواهم بود طعم کباب برگش خوب بود
m,جمعه ناهار رستوران سیمونی انتخاب کردیم مرحله اول پارک آش سخت بود وارد شدن دکور قشنگ نور کم نظر جلب کرد جمعه بود خلوت بود ابتدا بعنوان الکام دیرینک اب انار آورد هستند بهتر بود سینی‌ای می ذاشتند همینطوری دستشان بیاورند غذا سالاد سزار داشتیم تاخیر سرو شد غذای پیتزای استیک چیکن پارمژان بیف استراگنف فایتا گوشت بود خلوت بود حدود دقیقه‌ای طول کشید غذا‌ها آماده بشود حجم غذا‌ها زیاد مزه‌ی خوبی داشت سرویس‌دهی خوبی نداشت فضا غذا خوب بود صورتحساب شد حدود تومان نظرم خوب بود
p,جوجه برگ برنج دوغ عالی دنج نیست شلوغ هست
m,جوجه حلزونی عالی برخورد پرسنل عالی دسر غذای رایگان باحال هستیم داشتن
p,جوجه بریانک غذای اصلیش بهترین طعم مزه تهران دارد نطر قیمتش تومان معقول هست مخلفاتش عالی هست نان داغ سرو می‌کنند عالی‌‌تر شده پیشنهاد می‌کنم حتما تست کنید
n,جمعه ناهار رفتیم دارچین شلوغ نبود راحت بودیم عجیب بود گارسون دم ایستاده بودن سفارش می‌گرفت غذا سرو می‌کرد باعث شد بالای ربع گرفتن سفارش منتظر بمانیم حجم سالاد فصل زیاد بود سسش شدت تند بود اعتراض کردیم سس سزار آوردند خوش طعم نبود ماهیت لیموناد یخ بهشت بود مزه اسانس میداد طبیعی نبود غذا اصلی کباب کوبیده کاردی جوجه کباب مخصوص سفارش دادیم طبخش خوب بود حجمش زیاد بود نهایت می‌شود گفت نسبت سطح قیمتی دارند کیفیت خدمات خوبی آرایه نمی‌دهند
p,جوجه ترش پسندیدم قبلا کوبیده خوب بود فضا نسبتا خوب هست عرقیات خوب بود قیمت حدود جوجه ترش سایز نظرم مناسب جزو دسته‌بندی گران بود دوباره سر می‌زنم
p,جوجه ترش طعم عالی ویو منظره عالی رسیدگی پرسنل عالی جاهای بی‌نظیره ساعتی خوش بگذرانی
n,جمعه نهار دوستم پیشنهاد رفتیم رستوران زفار فضای قشنگی دارد کره‌‌های خوشمزه‌ای می‌گذارند پلو ترکیب سماق ریحان اضافه کردن فایده برنج سرد کره روش اب نشد بد‌تر برنج خارجی بود بوی بدی میداد حجم غذا کم هست غذا سیر نمی‌شوید بد‌تر خوردن غذابودیم ته غذایمان مانده بود قاشق دهانمان آمدند جلو مون بشقاب بردارند هاج‌وواج می‌کردیم فاجعه بود حساب کردن غذا دقیقه نگذشته بود گفتن فامیل‌های کارمند‌های رستوران آمدند نهار نیست پاشید برید حالیکه میز‌های خالی بود ندیده بودم مشتری عملا رستوران کنند متاسفم پیشنهاد می‌کنم جایی مشتری مداری احترام قایل شدن بلد نیستا پایتان نگذارید
m,جمعه هشتم آذر نود هشت صبحانه سبوس برخورد پرسنل متوسط بود دکوراسیون خوبی دارد تاساعت شلوغ نبود نوبتی شد قهوه دمی متوسط بود بیکن استافد بیکن نیمرو تازه خوب بود فرنچ تست خوب نبود لوبیا خوب پخته بود طعمش قبول بود پنکیک شکلاتی کمی سوخته بود خامه نداشت داشت می توانست لطیف ترش کند شکلات میوه‌ی کمی گذاشته بودن کنارش جایی نیست بخواهم بار دوم بروم
n,جوجه زرشک پلو مرغ سفارش دادیم مرغش کوچیک بود جریت می‌توانم بگویم ساق ران اندازه کتف مرغ متوسط نبود دارچین جالبی نداشت مرغش طعم خوبی نداشت برنجش هندی بود کلا نسبت قیمت بالای غذا‌ها کیفیت ارزش خرید نداشت
p,جوجه شو می‌پسندم تازه خوش پخت زعفران اب دار
m,جوجه شوند جزو بهترین جوجه کباب‌هایی بوده تهران خوردم برگ شوند خوب هست کمی سفته کوبیده شوند معمولی سرویس‌دهی منظم هست بی‌اشکال نیست مرتب تمیز نیست بعلاوه نوشابه‌‌ها سر میز هست سر میز نیست اگرم نوشابه‌ای می‌خواهید بگویید فضای داخلیش رستوران سنتی قدیمی بازاریه نزدیکیش مترو سه دانشگاه مهم بازار رضا دو مسیر بی‌ار تی محلش جذاب می‌کند
p,جوجه ماسال‌ها جوجه لاری جوجه مکزیکی کوبیده کته عالی بهترین جوجه‌هایی سفارش دادیم
m,جمعه هشتم شهریورنودوهشت تماشای فیلم هری پاتر جام آتش رفتیم کافه این‌ها دومین بار بود برخوردخوب تسلط کم فضازیباست نوشیدنی‌های پرتقال زعفران میکس بروی متفاوت خوب بود امریکانومعمولی نظرم قهوه‌‌های برپایه اسپرسو نمی‌تواند خاص ومتفاوت اب دربیاد لات هست دمنوش سیب دارچین رول دارچین سفارش دادیم کوکی تازه وداغ جلوخومون پخته شد رول دارچین خوب بودن دمنوش لات هست خوب بودن سورپرایز بود فیلم دوبله بود واصل‌ها انتظار نداشتم ماجارزرو کرده بودیم نظرم اغلب صندلی‌‌ها دیدمناسبی داشت
p,جوجه برگ کوبیده سفارش دادیم عالی بودن
m,جوجه چینی‌ش حجم‌ش زیاد خوب بود معمولی چرب طوری آخر‌هایش نتوانستم بخورم دل‌ام می‌زد قیمت‌ش مالیات تومان بود
n,جوجه بریانک کردن تومان می‌گوییم می‌گویند ساله تغییر نداده بودیم پیشنهاد بسته هزار تومنی می‌دهند دایم صزفه تره مشتذی همیشگیشون بودم طرز رفتار جواب قانع کننده ازشان خرید نمی‌کنم
m,جمعیت سریع غذا دستمان رساندند سفارش باقالی پلو ته چین بود برنج ته چین ماهیچه کیفیت خوبی داشتن مشکل شلووغیه حد عذاب وجدان دیدن هست منتظر هستند زود‌تر میز خالی کنی
m,جوجه چینیاش خوب عین ارزان هست پیتزا‌هایش هستم خوب هست استیکش نسبت قیمت عالی هست کلا خوبی هست نهار روزهای روزمره‌ی هفته
m,جوجه ترش خوب نیست طعم خاصی دارد کباب فیل هست خوب کوبیده برنج ته دیگی خوب بود محیط دکوراسیون زیبا است نسبت غذا سرویسی آرایه می‌شود قیمت بالا است
m,جوجه ترش گیلکی سفارش دادیم خوشمزه بود گران بود
p,جوجه خوردم عالی بود شعبه الهیه دارد بار خانه فرستادن عالی بوده گرم دارچین دکوراسیون داخلیش هوا‌های شمال دارد مدرن‌‌تر طبقه اول مرکز خرید هست پارکینگ محل مناسب پارک خیابان پارکبان ماشین پارک کنند برخورد پرسنل حرفه‌ای
m,جوجه تندوریش کمس سوخته بود حجم کبابش زیاد نبود نظرم آنطوری تعریف می‌شود نبود طعم برنجش خوب بود بوی روغن حیوانی می‌داد
p,جوجه جنگلی خوردم خوشمزه بود قیمت‌‌ها بالاس رستوران گرانی حساب می‌آید
m,جوجه خوشمزه بود پیتزا خوب نبود دیر آورده شد موسیقی زنده داشت خوب بود صرفا نیم ساعت سالاد سزار عالی بود گارسون‌‌ها حرفه‌ای شناسایی نبودند
p,جوجه چینی استیک مرغ عالی برخورد پرسنل عالیی فضای زیبا دلنشین دوست دارم زیاد می‌روم
n,جوجه فسنجانی خوب بود سالاد سزار دو نفره بود سس خوبی نداشت گردو داشت جالب نبود نکته منفی اینبار دیدم اینبود گارسون‌‌ها زحمت نمی‌کشیدند ظروف فرد قرار بدهند یکجا قرار دادند یکار جالبی می‌کردند مدل‌‌های مسختلفی نوشیدنی کوچیک سرو می‌کردند آماده می‌شد برداشت اینبار دیدم لیوانی آماده نبود حتما درخواست می‌کردیم حالت قبلی مناسب‌‌تر بود نظرم
m,جوجه چینی خوب بود حد متوسط عالی تجربیش میرزید پای ثابت بشود رفتن حجمش خوب بود
